,product,gender,length,review,star
1280,8分袖インナー(レディース),女性,長袖,"
もう2年着ていますがへたることもヨレることもなく、むしろ着心地が良くなっています。肌が弱いのでやはり綿100％は良いです。
",1
1281,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
肌触り痛いです
",0
1282,[グンゼ] インナーシャツ ホットマジック 集中保温シームレス 5分袖 MH9448P レディース,女性,長袖,"
肌触りが良く暖かい。5部袖なのも気に入っている。もう一枚購入するつもり。
",1
1283,[グンゼ] インナーシャツ YG 綿100% クルーネック長袖 YV0011N メンズ,男性,長袖,"
あったかいし、サイズもちょうどでした。静電気も立たなくてとても良いです。
",1
1284,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
可もなく不可もなく　普通です。
",0
1285,【極】ハイネックロングスリーブシャツ（メンズ）,男性,長袖,"
期待以上の保温力でした。一般の長袖肌着に長袖シャツとトレーナーの服装でよいときに、長袖シャツは不要になります。着たり脱いだりするのが面倒な横着者には、大助かりです。
",1
1286,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
vネックだと胸元がちら見えするのでもう少し深いといい
",0
1287,[グンゼ] スリーブレスシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ 汗パット強化版3層構造 メンズ,男性,半袖,"
名前の通り、シャツの中に着るタイプで結構ピッタリ。襟部分が良い感じに隠れて見えにくくなっています。が、わずかに見えるので、もうワンランク大きいものを試してみたいです。
",1
1288,[グンゼ] インナーシャツ ホットマジック 寒さ知らず ロング ハイネック 日本製 MH5645 レディース,女性,長袖,"
一回着てすぐに毛玉が出ました｡薄くて軽くて暖かいのですが､こんなにすぐ毛玉ができるとは残念でした｡家でｺﾞﾛｺﾞﾛするには着てますが､外には着ていけません｡
",0
1289,[グンゼ] インナーシャツ CFA さわやか綿100% 長袖 日本製 CB3246 レディース,女性,長袖,"
156センチ標準体型の女です。普段の服のサイズはMですが、他の方のレビューを参考に大きめのLサイズを購入しました。それでも袖は八分で、洗濯で縮むことを思うとLLサイズでもよかったかな？　と思います。この上に長袖を着るときに、八分だと肘までせりあがって些細ながらもストレスなので。でもとても暖かいです。
",0
1290,8分袖インナー(レディース),女性,長袖,"
インナーですが、濃い色は、夏にアウターTシャツとして着ました。肌に優しいのでお気に入りです。
",1
1291,[グンゼ] スリーブレスシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ 汗パット強化版3層構造 メンズ,男性,半袖,"
脇グッチョリだったのがなやみでしたが、このインナー着た時は、脇の汗染みがでないから、堂々と手が挙げられる。堂々と背伸びできる。堂々と高いものに手を伸ばせる。大した事じゃないかもしれないけど、出来なかった事が出来るって幸せ！
",1
1292,【部屋干しクイック】汗取リ付2分袖インナー(レディース)【SALE】,女性,半袖,"
真夏のシャツに透けない色の二分袖。かたい仕事の時に使います。
",1
1293,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
これ綿100%なん？って言うくらい、着心地悪い
",0
1294,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
かなり薄くて乳首はすけます。あと、縮みます。着心地はいいですが、次は同じグンゼのもう少し高いのにします。
",0
1295,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
レビューがよくて購入しましたが、カップのホールド感はほとんどなしです。胸が垂れるのではないかと思ってしまいます。好き好きだとはおもいますが、もう少しホールド感があった方が好きです。つけた感じもせず、楽な感じがいいのであれば、いいと思いますが。あと、カップも洗濯すると、中で折り畳まれてしまうので、その点も面倒です。
",0
1296,【直営店限定】ＶネックＴシャツ(メンズ),男性,半袖,"
思ったより細く肩幅が合いませんでした
",0
1297,[グンゼ] インナーシャツ ホットマジック 寒さ知らず 8分袖 日本製 MH5646 レディース,女性,長袖,"
すごく暖かいです！サイズが少し小さめです。Lサイズを注文しましたがMサイズかな？と思いました。
",0
1298,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
綿１００%という点は良いのですが、丈が少し短めなので、これを着て動いているとそのうち上がってくるので、お腹が温まらない感じがします。
",0
1299,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
綿100％で手触りがいい首の後のタグがちょっとかゆいけど許容範囲内
",1
1300,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
化学繊維が全くだめなわたしにはなくてはならないものです。毛羽立ちもすくなくすっきり着られます。綿特有の着ていると伸びて体にフィットする感じが大好きです。
",1
1301,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
ノータイでワイシャツの下に着ると、襟元からアンダーシャツが見えてしまう。残念ながら外に着て行く事はないかな。無駄な買い物だった。
",0
1302,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
大抵こういうのって、2サイズくらい小さいので迷ったが、皆さんのレビューを参考に普段サイズのLを購入しました。結果、それでも気持ち大きめでした。Mでも良かったくらいです。さすがグンゼですね。海外の安物とは違います。
",1
1303,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
少し余裕があるかと思ったらジャストサイズでした。
",1
1304,【Ｔシャツ専用】袖なし・汗取り付スリーブレス（メンズ）【まとめ買い割対象】,男性,半袖,"
inTシリーズがメンズものしかないので女ですが買いました。良かった点は汗をよく吸ってくれるのでTシャツに汗染みがつきにくくなったやカットオフ仕上げで響きにくい所です。改善して欲しい点は女性が着ると肩幅がないからか？写真のように首が広がりません。上からどんな服を着ても首元から見えてしまい結局家の中でしか着られません。ぜひinTシリーズで女性ものを作って欲しいです。
",0
1305,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
期待を裏切らない縫製。ヘインズより私はいつもこちらのシャツが好きです。とにかくタフ！洗濯負けしないのがgoodです。
",1
1306,【STANDARD】半袖インナー(レディース),女性,半袖,"
柔らかい肌あたりが気に入っています
",1
1307,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 長袖丸首 2枚組 SV61082 メンズ,男性,長袖,"
襟首左側の縫製のやり方があまりに不自然、技術のレベルが低い過ぎ。
",0
1308,【SEAMLESS】8分袖インナー（レディース）,女性,長袖,"
柔かい綿で肌触りがよいです。季節の変わり目やパジャマの下に着ようと思います。
",1
1309,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
他の方のレビューにもあったのでそれなりに覚悟はしていましたが、その想定を超えて短いです。モデルさんが着られている写真のような長さは、ないと思います。洗ったらさらに短くなったように感じられ、手を挙げるとパンツから出るまでではないもののギリギリの長さです。身長158センチ中肉中背体型の感想です。
",0
1310,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
要望多いみたいですけど、長袖作らないんですかねぇ…。綿製で着心地のいいものを探していて、価格や製法、デザインなどを検討し、実際にグンゼ2種類を試しに買って、こちらにしました。サイズ感は、表記された内容に従って購入し、ぴったりです。わかってはいたけれどもやっぱり袖が短いので、上から重ねて服を着るときに袖が上がってきてごろごろして、それを直すのも大変です。長袖で気に入ったものを見つけたら、そちらに乗り換えたいと思います。
",0
1311,[グンゼ] インナーシャツ CFA さわやか綿100% 長袖 日本製 CB3246 レディース,女性,長袖,"
首グリの縫い糸が化繊のウーリー糸でした。これが肌に擦れるととても刺激になります。コットンの肌着でも今は縫製糸が化繊なのが当たり前になってしまいました。首ぐりがパイピングされて縫い目が肌に当たらない縫製の商品を見つける事が本当に難しいです。昔はこの縫製が型崩れしにくく丁寧な仕上がりで主流だったのに、、。グンゼの商品に期待していましたが残念。裏返して着用するしかなさそう。
",0
1312,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
サイズもピッタリで着心地もいいですが静電気多量発生します。敏感な方は避けたほうがいいかもしれません。
",0
1313,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
最初に同じシリーズのレギュラーショーツを購入して生地が気に入ったのでタンクトップも購入してみました。思ってたとおり着心地がとてもいいです。個人的には薄手の生地厚に感じたので春夏用にと思ってたのですが正解でした。最近の30度前後の気温で着ていても快適です。
",1
1314,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
仕事用の作業着のインナーでと思い購入しましたので、ちょうど良い着心地です。首回りもしっかりとしているので、早々に伸びる事もないかと。さすがグンゼさん。信頼できます。
",1
1315,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
サイズが、大きかったのでピッタリしてなく、たるんでいて暖かくない。
",0
1316,【STANDARD】半袖インナー(レディース),女性,半袖,"
夏場には少し生地が厚いかも..ですが、汗を吸ってくれるし 冷房での身体の冷えを防げます！とてもお気に入りで三回目リピです♪
",1
1317,[グンゼ] インナーシャツ CFA さわやか綿100% 2分袖 日本製 CB3252 レディース,女性,半袖,"
お風呂上がりに着ても、サラッとして良いです。LLサイズ
",1
1318,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
サイズあわず、返品しました。どうなりましたか？
",0
1319,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
サイズもぴったりでちょうどよかったです、また買いたいと思います。
",1
1320,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
冬は、ヒートテック系を着ますが、綿製品を着用しかぶれ対策用に購入しました。
",0
1321,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
袋の下部が破れた物が届きました。箱も一度開封されたような形跡がありました。交換も考えましたが、面倒なので諦めます。きちんと検品してから送って欲しいです。
",0
1322,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
こんな便利なアンダーシャツはないよ
",1
1323,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
結構パチパチするし、痒みのおさまることはありませんでした。
",0
1324,【FOR WINTER】8分袖インナー（レディース）,女性,長袖,"
敏感肌で化学繊維のインナーが苦手ですが、寒さには耐えられず、冬は機能性インナーを仕方がなく使っていたので、綿100%の冬用インナーは本当にありがたく、着心地、保温性共に最高でした。ただラインナップが8分袖までしかなく、手首が寒いので、10分袖も選べるとありがたいです。
",0
1325,[グンゼ] インナーシャツ 快適工房 V型7分袖スリーマー 綿100% 日本製 KH5046 レディース,女性,長袖,"
下着、下着した感じがダメでした。すみませんまたさがします。ごめんなさい
",0
1326,[グンゼ] インナーシャツ ホットマジック 柔らか温か Vネック9分袖 MH1909 メンズ,男性,長袖,"
発熱繊維なのに、熱を奪われる。とても寒い。なんなら、これまで着ていた冷却性能シャツのほうが温かいです。ちゃんとMサイズなのになぁ。１日着て過ごしてみたけど、布団にもぐっているときさえも、熱が発現しません。チャレンジャーな人も、もれなく確実に後悔すると思う。こんなひどいのは初めてだ。返金すべき。グンゼなのに・・・。
",0
1327,[グンゼ] インナーシャツ CFA さわやか綿100% 長袖 日本製 CB3246 レディース,女性,長袖,"
制服の下に着るインナー用にいつも黒い長袖インナーを愛用しています。今回は、数ある同様商品から、悩みまくってこちらの商品のLサイズを購入致しました。早かったです。…が、どこで保管されていたのか、臭かったです。あまりの異臭にすぐ洗濯しましたが…酸っぱい匂いがキツすぎて一度では取れない…後1回洗濯したら着れるかなぁ。生地は、今回一緒にワコール商品を買いましたが、触った時点でワコールのほうが気持ちよく、こちらは普通でした。
",0
1328,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 長袖丸首 2枚組 SV61082 メンズ,男性,長袖,"
サイズは上はXL 下はMを買いました。丁度体にフィトしました。
",1
1329,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
ちょうど良いサイズ｡生地も縫製もしっかりしているので良かった｡
",1
1330,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
自分の予想していたサイズ感より少しだけ小さいかなと感じました。それでも着ることに問題はないですが、次買うことがあればワンサイズ上を買うかなー。
",0
1331,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
サイズ感は良いのですが丈があまりにも短くて残念な商品でし。
",0
1332,[グンゼ] インナーシャツ ホットマジック 寒さ知らず 8分袖 日本製 MH5646 レディース,女性,長袖,"
着ると体の内側から温まって体がどんどん元気になってきます。とろっと柔らかい肌触りはまるで天女の羽衣のようです。
",1
1333,[グンゼ] インナーシャツ CFA さわやか綿100% 2分袖 日本製 CB3252 レディース,女性,半袖,"
さすがグンゼって感じのもの
",1
1334,【直営店限定】ＶネックＴシャツ(メンズ),男性,半袖,"
店頭で発売されている頃からのファンです。これが店頭から無くなった時はネットで探し回りました。見つけたら大人買い、これまで50枚以上は使い古してます。生地も肌触り良いし、丈夫！　Vネックもノビ無し！毎回、ネットに入れて洗濯してます。
",1
1335,半袖丸首(メンズ),男性,半袖,"
この商品は従来より着ているので問題は有りません。販売店が近辺では1店舗のみなので、今回初めてネットにて購入しました。
",1
1336,[グンゼ] インナーシャツ YG CUT OFFシリーズ VネックTシャツ YV1515 メンズ NEWホワイト 日本M (日本サイズM相当),男性,半袖,"
普通のインナーだとシャツの上から透けて見えてしまうので、夏場にこの手の商品は外せません。薄手ですが1シーズン使ってみて、今のところほつれ等はありませんので、おすすめできます。
",1
1337,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
サイズ感良い
",1
1338,[グンゼ] インナーシャツ ホットマジック 集中保温シームレス 5分袖 MH9448P レディース,女性,長袖,"
ホットマジックという名前にだまされた感がある。普通の下着。肌触りはいいです。
",0
1339,【STANDARD】タンクトップ(レディース),女性,半袖,"
とても着心地良くて満足しています。洗っても型崩れしてないし、色も好きです。ほとんどの色を揃えました。今後買い足そうか検討中です
",1
1340,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
某インフルエンサーみたいな人が絶賛してるので買ってみましたが。もっさりした生地が、汗を吸ったあと全く乾かず気持ち悪さが継続される。そもそも生地が厚いので、暑い、、、Tシャツの下に着ても、ひびかないのが良いのだが、そもそもこんな暑いものは、夏に着れない。
",0
1341,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
他のレビューで厚手だとかこれ一枚で外に出れるとかあるけど嘘っぱち普通に薄いしこれじゃコンビニ行くのが関の山まあ安いからインナーや着替としては良いと思うよ
",0
1342,【STANDARD】2分袖インナー(レディース),女性,半袖,"
脇の臭いが気になっていたため綿100のこちらを買いました。これにしてから気にならなくなりました。
",1
1343,[グンゼ] インナーシャツ ホットマジック 寒さ知らず 8分袖 日本製 MH5646 レディース,女性,長袖,"
本当にいい商品です。とにかく暖かい。着心地も勿論とっても良いです。さすがグンゼ。試しに他にもグンゼの商品を数種類買いましたがどれも満足。甲乙つけられません。大満足です。ブランド等全く気にしてませんが、グンゼの品質はこんなに違うのと感心してます。
",1
1344,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
他の方も書かれていましたが、つんつるてんです。158㎝、普通体型です。袖も着丈も全て中途半端な丈で、着ていて不快なので着なくなりました。
",0
1345,【STANDARD】タンクトップ(レディース),女性,半袖,"
肌に触れるものは綿100%じゃないと心地好さを感じないので、こちらのタンクトップを選びました。着心地も色も気に入ってます！
",1
1346,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
とても肌に優しいけど、首元はもう少し狭まっていると良いなと思いました。
",0
1347,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
いつも着ている物なのでサイズも適切だと思います。
",1
1348,ステルスインナーＶネックＴシャツ（メンズ）【まとめ買い割対象】,男性,半袖,"
汗がセーターやシャツに直接触れることがないようにするためには必須です。
",1
1349,【部屋干しクイック】2分袖インナー（パッド付）（レディース）【SALE】,女性,半袖,"
着心地はとても良い。サイズ展開がMからなので小柄な人は直しが必要。自分は152センチ43キロ、小胸でMを着用。子供が大人の服を着たように、襟が胸まで開き、胸パット位置が下になり過ぎて垂れて見える。それと締め付けのないパットは本当に楽だけど、ある程度体にフィットしないとパットが浮いてしまう。XSサイズ作って下さいm(._.)m
",1
1350,[グンゼ] インナーシャツ CFA さわやか綿100% 2分袖 日本製 CB3252 レディース,女性,半袖,"
身幅は全く問題ないけど、私の胴が長いのか丈が思っていたより短かった。UNIQLOの下着の方が丈の長さは丁度いい。首周りも狭く、トップスを着ると肌着が見える。綿製というのは気に入ってるけど、色々気に入らない点がある下着です。
",0
1351,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
リピ購入です。汗取りに最適。襟ぐりが広いのでトップスを選ぶこともなく使いやすいです。また、なにより敏感肌に綿100％は最高。着心地いいです。
",1
1352,【STANDARD】2分袖インナー(レディース),女性,半袖,"
真夏に着るには、私はあまりさわやかだとは思わない。なぜなら織り方か産毛のようなかすかな毛羽立ちで感触はフィット感がある分、肌にぴったりしてしまいさらさら感がない。汗を長く吸収しない。一方、市内のお店で購入したThe グンゼの厚地の2分袖インナーは厚地であるにもかかわらずそのかすかなうぶ毛がないので肌にくっつかない。よってさらさらさわやか。しかも厚地だから汗を長く吸収している。その間はさわやかざが長く持続する。汗かきの人の救世主のような肌着と思った。しかし、同じ物がそのお店になくダグも取り置きしなかったのでどの商品なのか今わからない。洗濯タグが付いている。こちらに聞いても今一確信がもてない。残念です。
",0
1353,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
クルーネックどころじゃない、デコルテ丸見えです。でも夏に着用するにはとてもいい。汗吸います。洗濯を数回重ねるとヨレヨレになってしまって、みすぼらしいです。インナーだから気にはならないけど。
",0
1354,[グンゼ] インナーシャツ ホットマジック 柔らか温か Vネック9分袖 MH1909 メンズ,男性,長袖,"
ホワイトYシャツのインナー用に購入インナー用の濃いベージュでは無いので、色味も良好で下着感は少なめ、オヤジシャツ着てる感も無いです。ヒートテックよりも化学繊維感が無く、肌触りは良好で温かく感じます。ピチッと着るタイプだと締め付け感や痒くなったり、着用時にひんやりすることもあったのですが、それも無いです。Ｙシャツの袖から出ないですし、他の人がいうような、ずり上がることも無い。コットンのものよりも断然薄手で、同時期購入したコットン製のものと比べてあたり前ですが縮みもありません。セールでかなり安価に購入できました。もっと買っとけば良かった。
",1
1355,【SEAMLESS】タンクトップ（パッド付）（レディース）,女性,半袖,"
静電気が怖くて、綿の下着をさがしていました。太め体型で面倒くさがりなので、ブラジャーもあまりつけません。なので、この製品は私の求めていた物です。一着購入して、よかったら追加注文しようと思っていました。注文後5日目に到着。脱ぎ着しやすく、身体に馴染んでいます。Lサイズを注文。着心地がいいので追加注文しました。
",1
1356,【STANDARD】2分袖インナー(レディース),女性,半袖,"
やっぱり綿100
",1
1357,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
兄の下着として買いました。本人が丁度良いと言ったので取り敢えず良かったかな、と。
",0
1358,【ひんやり綿混】汗取リ付ラン型インナー（レディース）【SALE】,女性,半袖,"
肌当たりが思った以上に優しくてあせっかきで被れやすい体質でも大丈夫でした。タグが無いことも幸いです。涼しいというよりも汗をかいても不快感がなく熱がこもりにくいとは思います。ただМだと若干大きいのでSサイズも作って頂けるのなら嬉しいです。またリピートしたいです。
",1
1359,【STANDARD】2分袖インナー(レディース),女性,半袖,"
いつも着るとき、なんとなくまあまあで、可もなく不可もなく普通だなとそんな気持ちで着ているので、もっとお気に入りが見つかれば着なくなるかもと思うお品です。テンションは上がらない肌着。
",0
1360,【STANDARD】8分袖インナー(レディース),女性,長袖,"
あったか機能性インナーが肌に合わないため、冬用に綿100％の長袖の肌着が欲しくて購入しましたが、極度の敏感肌なためか、これ1枚ではチクチクして痒くなってしまい肌着としては着れませんでした。生地のごわごわ感のせいか、埃も付きやすいように感じます。特に肌が弱い自覚のある方は、こちら(STANDARD)のものよりSEAMLESSタイプの方を選んだほうがいいと思います。
",0
1361,【強撚カットオフ】ＵネックＴシャツ(U首・袖短め・脇パッド対応)(メンズ),男性,半袖,"
seekはどれも良いです。脇パッドは好き嫌いが分かれるかも。自分は夏の暑いときに脇パッドが役立った。
",1
1362,【STANDARD】ＶネックＴシャツ(Ｖ首)(メンズ),男性,半袖,"
主人用に購入しました。暖かく優しい肌ざわりだそうです。
",1
1363,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
痒くならなくて良かったのですが、襟ぐりが他社の製品より大き過ぎます。襟ぐりをもっと小さく改良していただきたい。
",0
1364,[グンゼ] インナーシャツ YG CUT OFFシリーズ VネックTシャツ YV1515 メンズ NEWホワイト 日本M (日本サイズM相当),男性,半袖,"
とにかく暑い。エアリズ●のがよい。冬にはいいのかもしれない。
",0
1365,[グンゼ] インナーシャツ YG Tシャツ専用 in.T(インティー) CUT OFFシリーズ クルーネックスリーブレス 汗取りパッド付 メンズ,男性,半袖,"
商品の購入依頼時，「M]」サイズを確かめてから注文したはずなのに「LL」が送られて来た！
",0
1366,【FOR WINTER】8分袖インナー（レディース）,女性,長袖,"
LLを購入し、襟元が大きく開いてる事に驚き。間違えて襟元広めを購入したのかと思いました。冬の下着なのに胸元がスースーします。普段、STANDARDの半袖インナーLLを愛用しており、同じくLLを購入したのですが、 ややゆったり…身幅が広く、やはり、スースーします。洗濯で縮んでくれる事を祈っています。季節が違うとはいえ同じthe gunzeでここまでサイズ感が違うとまとめ買いも恐ろしくてできません。生地は厚めで肌触りもよいので残念です。
",0
1367,[グンゼ] インナーシャツ YG CUT OFFシリーズ VネックTシャツ YV1515 メンズ NEWホワイト 日本M (日本サイズM相当),男性,半袖,"
172/74でMで少し小さい感じ。(ほぼジャストサイズ伸縮性はあるので着れますがとにかく暑い。恐ろしいほど汗をかく。(冬に着るあたたかくなるやつかとおもうくらい)シームレスなので襟元とか痒く鳴らないのですがとにかくジャストサイズだと肌にまとまりついて汗かきまくるのでワンサイズ上を買うことオススメします。
",0
1368,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
Ｌサイズを申し込みましたが……丈が短く、座ると背中が見えてしまいます。布地が好みだったのですが…ちょっと残念だったので星3つにしました。
",0
1369,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
コットン100％のインナーを愛用しております。最初はぴったりの大きさでした。しかし2回ほど洗濯したら、結構縮みました。乾燥機は使わないで、自然乾燥のみです。複数回洗濯すると生地が硬くなり、着ていると窮屈です。残念ですが、リピートはありません。
",0
1370,[グンゼ] インナーシャツ YG 綿100% クルーネック長袖 YV0011N メンズ,男性,長袖,"
黒なので、より目立つ。また取りにくい。
",0
1371,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
下着として使用してますが、新しいうちは、近所のコンビニぐらいはTシャツとしても着て行ける。
",0
1372,[グンゼ] インナーシャツ YG 綿100% クルーネック長袖 YV0011N メンズ,男性,長袖,"
洗濯で縮んで丁度良くなった
",0
1373,[グンゼ] インナーシャツ 快適工房 年間 綿100% 長袖U首 KH3010 メンズ,男性,長袖,"
生地があつい　良いような少しゴアゴア感　あり
",0
1374,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
商品的にはいいのだが、Tシャツをはおると首回り部分が出て、レイヤードぽくなってしまう。単体及び首周りの狭い服にはいいと思う。　あくまでも個人的主観でありますが。
",0
1375,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% Tシャツ 2枚組 HK10132 メンズ,男性,半袖,"
着心地も良く大変気に入ってます。首回りがダラっとなるものが嫌いで良いのがないかずっと探していました。もう何回も洗っているけど変形も無くて合格！先日、2枚組×2を追加で購入しちゃいました！
",1
1376,[グンゼ] インナーシャツ G.T.HAWKINS 綿100% サーフシャツ 2枚組 HK10182 メンズ,男性,半袖,"
ものは良かったのですが、サイズが大きすぎて残念!  Sサイズもあったらいいのに…
",0
1377,【STANDARD】キャミソール(レディース),女性,半袖,"
とても良いです！綿100%の印象が変わりました！汗っかきなせいか、他社さんの某エ◯リズムの汗を吸った後のビショビショ感と、ビショビショ感が残ったまま、身体が冷えることがとても不快で、それらを改善できる且つお洗濯もよく乾くものを探していて、ようやくこちらに辿り着きました。快適で快適で、もう他のものは着れません！どうか今後も作り続けてください！また、キャミソールの肩紐調整が付いていないものも本当に希少なので、そちらも是非このままでお願いいたします！
",1
1378,[グンゼ] インナーシャツ ホットマジック 柔らか温か Vネック9分袖 MH1909 メンズ,男性,長袖,"
暖かいです。袖が短めなのでワイシャツの下から出ない為、合わせやすい。
",1
1379,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
ちゃんとした商品です。着心地も良いですね。
",1
1380,[グンゼ] インナーシャツ やわらか肌着 綿100% 抗菌防臭加工 半袖丸首 2枚組 SV61142 メンズ,男性,半袖,"
2度買った、値段安いし、いいです
",1
1381,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% 8分袖 TC4046 レディース,女性,長袖,"
あまり伸びる生地ではないので、ワンサイズ大きめが着やすいと思います。価格が割とよく変動するので、買い時に悩むところ…
",1
1382,【ひんやり綿混】汗取リ付ラン型インナー（レディース）【SALE】,女性,半袖,"
無縫製下着にありがちなヘロヘロな薄物とは一線を画す、しっかりとした生地で安心感があります。洗濯による型崩れもなく、今回はリピートで黒を買いました。脇の汗取り部分の生地の大きさと縫い付け位置が絶妙なのも気に入っています。年齢と共に肌が柔らかくなり、いろいろ食い込みがちなのですが、このインナーは程よくフィットし且つ段差もできないので心強い下着です。
",1
1383,[グンゼ] インナー Tuche トゥシェ INTIMATE 着るコスメ 綿100% フレンチ袖 TC4052 レディース,女性,半袖,"
期待してたけど普通の着心地でした
",0
1384,[グンゼ] インナーシャツ 快適工房 年間 綿100% 長袖U首 KH3010 メンズ,男性,長袖,"
流石国産品、素晴らしい、気に入ってます。
",1
